contrast_id,family_slug,contrast_kind,baseline_tag,variant_tag,endpoint,n_samples,mean_delta,median_delta,std_delta,effect_size_dz,positive_share,ci_low,ci_high,sign_flip_pvalue
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,mean_expected_stage,30,0.16381500615827244,0.2512820512820513,0.4400050866416113,0.3723025281562289,0.7,0.0005297192254912844,0.3132966120638333,0.04779044191161767
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,mean_score_expert_agreement_prob,30,0.04441666666666667,0.03375000000000011,0.09479261241160139,0.46856675363902767,0.7333333333333333,0.011497916666666696,0.07816666666666666,0.015796840631873626
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,mean_subset_size,30,0.06037943867278232,0.030147058823529416,0.12912185767998158,0.4676159385998615,0.5666666666666667,0.015671864860429104,0.10598947402285244,0.019396120775844832
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,mid_scale_mass,30,0.1400155660043431,0.1375,0.30998010536030896,0.45169210405162735,0.6666666666666666,0.02721814973919269,0.2506637371414848,0.015796840631873626
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,singleton_rate,30,-0.06204610533944899,-0.03749999999999998,0.1291095904922539,-0.4805692985539407,0.16666666666666666,-0.10801721100250514,-0.01861358419630481,0.013797240551889621
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,stage_entropy,30,0.015153926865062499,0.019004123537291473,0.24454667035091257,0.06196742259184045,0.5333333333333333,-0.06913882102516875,0.10672471788427065,0.7488502299540092
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,tbm_conflict,30,0.05453703038917695,0.00012510367394741317,0.19003473912494784,0.28698453051428063,0.7,0.005855687260634682,0.1387853623977106,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_4_1_mini_abstain_false__vs__v3_b1_gpt_4_1_mini_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_4_1_mini_abstain_false,v3_b1_gpt_4_1_mini_abstain_true,tbm_expected_stage,30,-0.7014706907025322,-0.5000000113114881,0.7831848783571803,-0.8956642423611997,0.0,-0.992017247670816,-0.4323376424110266,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,abstain_rate,30,0.37333333333333335,0.4,0.12780193008453875,2.9211869733608866,1.0,0.3266666666666667,0.41670833333333324,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,closed_world_conflict,30,-0.0725586480418673,-0.017424547766640763,0.18708074178954678,-0.3878466984244209,0.06666666666666667,-0.15141825439003226,-0.022619936481579055,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,closed_world_expected_stage,30,1.2917400996756219,1.0932216061423325,1.1232319829542023,1.1500207608745505,0.9,0.8919719150058213,1.6885373846294596,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,mean_expected_stage,30,0.47586657759451884,0.5080128205128205,0.3419626341101493,1.3915747807733807,0.9,0.3596908866596367,0.5928586988991402,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,mean_score_expert_agreement_prob,30,0.09646666666666663,0.10249999999999992,0.1144076146891044,0.8431839692559697,0.8,0.05827624999999999,0.1383683333333333,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,mean_subset_size,30,0.12851626314861606,0.11730769230769222,0.2450842625000051,0.5243758282872748,0.6,0.04955117826073706,0.21605730795620495,0.006798640271945611
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,mid_scale_mass,30,0.26672486690869046,0.24999999999999994,0.14610786432300543,1.8255339515403024,1.0,0.21720713858581508,0.31902496033378375,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,singleton_rate,30,-0.12835753298988595,-0.11730769230769228,0.23407673363800882,-0.5483566478178314,0.4,-0.2098681083350201,-0.0510527600123189,0.005398920215956809
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,stage_entropy,30,-0.10164341872241564,-0.09634741666258101,0.19527587953306427,-0.5205118981692016,0.3333333333333333,-0.16832765981986159,-0.030895977717388716,0.007798440311937612
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,tbm_conflict,30,0.02939365145488955,0.014657515182857517,0.03624792683125806,0.8109057268771082,1.0,0.017795687145226575,0.04315282728119168,0.0001999600079984003
b1_small_model_family:v3_b1_gpt_5_2_chat_abstain_false__vs__v3_b1_gpt_5_2_chat_abstain_true,b1_small_model_family,abstain_toggle,v3_b1_gpt_5_2_chat_abstain_false,v3_b1_gpt_5_2_chat_abstain_true,tbm_expected_stage,30,-1.5391291326820535,-1.7121824916273436,0.7612812660624129,-2.021761471476785,0.03333333333333333,-1.7962046756628094,-1.2565180395854931,0.0001999600079984003
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,abstain_rate,30,-0.05,0.0,0.1902810987768468,-0.2627691364061219,0.0,-0.1252083333333333,0.0,0.23475304939012198
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,closed_world_conflict,29,-0.43197446620689656,-0.27699896,0.5361046115587742,-0.8057652497166373,0.06896551724137931,-0.6208414339655173,-0.256357078448276,0.0003999200159968006
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,closed_world_expected_stage,29,0.1371471866431119,0.005256160000000065,1.1791535057029954,0.11630986634038509,0.5517241379310345,-0.26684425465399414,0.574156015060541,0.5362927414517097
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,mean_expected_stage,29,-0.34913793103448276,-0.5,0.43578373583986657,-0.8011724677186605,0.20689655172413793,-0.5028735632183908,-0.1810344827586207,0.0005998800239952009
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,mean_score_expert_agreement_prob,30,-0.24133333333333334,-0.24874999999999986,0.08925151726067929,-2.7039689715129955,0.0,-0.27042083333333333,-0.20975000000000002,0.0001999600079984003
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,mean_subset_size,29,-0.46264367816091956,-0.5,0.4973073363165296,-0.9302973118949786,0.1724137931034483,-0.6408045977011495,-0.2816091954022989,0.0001999600079984003
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,mid_scale_mass,30,0.18333333333333332,0.14583333333333337,0.23458204456476184,0.7815318247118436,0.7666666666666667,0.10833333333333335,0.26392361111111096,0.0001999600079984003
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,singleton_rate,29,0.3419540229885058,0.5,0.37753431173971097,0.9057561454818555,0.7931034482758621,0.20107758620689659,0.47413793103448276,0.0005998800239952009
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,stage_entropy,30,-0.3269488070579595,-0.41441015402625125,0.30647082865618347,-1.0668186870886474,0.13333333333333333,-0.43241549214157704,-0.2185150494568047,0.0001999600079984003
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,tbm_conflict,30,-0.48872281702067705,-0.5760472305030024,0.46819378854400934,-1.043847289261374,0.06666666666666667,-0.6489286718423262,-0.3338587244793199,0.0001999600079984003
c1_bundle_5_random_l2:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c1_gpt_5_2_bundle_5_random_l2,c1_bundle_5_random_l2,model_comparison,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c1_gpt_5_2_bundle_5_random_l2,tbm_expected_stage,30,0.32964162329498775,0.10224929685505613,1.1740815026141107,0.2807655367715406,0.6333333333333333,-0.06622587696929604,0.7433776038959814,0.130373925214957
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,abstain_rate,30,0.025,0.0,0.28879953672710956,0.08656523581484421,0.16666666666666666,-0.075,0.125,0.7946410717856429
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,closed_world_conflict,29,0.02420301724137932,0.0,0.7034586865792689,0.03440574081055436,0.41379310344827586,-0.2407324461206897,0.27279612068965486,0.9274145170965807
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,closed_world_expected_stage,29,0.10695369267045463,0.0,1.371935296554638,0.07795826300194263,0.41379310344827586,-0.35443004666370503,0.6066690649484341,0.6754649070185963
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,mean_expected_stage,29,0.0675287356321839,0.0,0.5788961548268777,0.11665086228181763,0.41379310344827586,-0.14231321839080463,0.2729885057471264,0.5572885422915417
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,mean_score_expert_agreement_prob,30,0.008333333333333344,5.551115123125783e-17,0.10225545540908583,0.08149524443458585,0.5,-0.02749999999999996,0.044166666666666646,0.6666666666666666
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,mean_subset_size,29,-0.1810344827586207,0.0,0.5656630492408087,-0.32003943514003935,0.27586206896551724,-0.38505747126436785,0.011566091954022594,0.10477904419116177
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,mid_scale_mass,30,0.06203703703703705,0.10416666666666674,0.3254318391546461,0.19062989410681752,0.6333333333333333,-0.05324074074074074,0.17223379629629626,0.30813837232553487
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,singleton_rate,29,0.15804597701149425,0.16666666666666669,0.39924583392423346,0.39586130544692744,0.5517241379310345,0.014367816091954018,0.3045977011494253,0.041991601679664065
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,stage_entropy,30,-0.05777429554315368,-0.07528847625086144,0.24974771683513233,-0.2313306254619041,0.3333333333333333,-0.14330458597800175,0.033670166993310484,0.20555888822235552
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,tbm_conflict,30,0.18711939371033337,0.048750000000000016,0.5992878834474988,0.3122362371718569,0.6,-0.024320707776175007,0.3975907836280415,0.09498100379924015
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,tbm_expected_stage,30,-0.18006655132130606,0.0,1.6303325148037207,-0.11044774589617055,0.43333333333333335,-0.7568485998738578,0.4030665850349605,0.5388922215556888
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,abstain_rate,30,0.11666666666666667,0.0,0.12685406585123124,0.9196919774214262,0.4666666666666667,0.075,0.16666666666666666,0.0003999200159968006
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,closed_world_conflict,30,0.14171049866666668,0.0,0.42963753416926065,0.32983733355763606,0.36666666666666664,-0.0174604164,0.29099783983333327,0.07738452309538092
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,closed_world_expected_stage,30,-0.04155656859479733,-0.006720861692789626,0.37972355746120634,-0.10943900576682782,0.43333333333333335,-0.17403327893551662,0.09325980605872893,0.5652869426114777
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_expected_stage,30,-0.026388888888888906,-0.04166666666666674,0.3303536602922006,-0.07988072196792889,0.36666666666666664,-0.13194444444444445,0.08756944444444403,0.6588682263547291
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_score_expert_agreement_prob,30,0.01841666666666667,0.019999999999999962,0.09897858383241934,0.18606718699721886,0.6,-0.01658750000000001,0.05584374999999995,0.3149370125974805
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_subset_size,30,-0.011111111111111124,0.0,0.4150735828532465,-0.026769015350802436,0.4666666666666667,-0.15833333333333335,0.13055555555555554,0.8698260347930414
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mid_scale_mass,30,-0.06296296296296297,0.0,0.2428394861532866,-0.25927810983432537,0.3,-0.14907407407407408,0.02083333333333332,0.15876824635072986
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,singleton_rate,30,0.024999999999999977,0.0,0.3878852676280859,0.06445204828962621,0.4,-0.1027777777777778,0.1694444444444444,0.7468506298740252
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,stage_entropy,30,0.04786351192600746,0.06105072326467548,0.38450281974745343,0.12448156285939556,0.5333333333333333,-0.0833856625899234,0.18127108969212394,0.49350129974005197
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,tbm_conflict,30,0.4351970719719213,0.3376169766890905,0.40129175130261496,1.0844904500509862,0.7666666666666667,0.2986309734205925,0.5763572610990152,0.0001999600079984003
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,tbm_expected_stage,30,0.0012087959395738145,0.003742298915992981,0.2766852492606634,0.004368848512177155,0.5333333333333333,-0.09457170198370804,0.09947020378643202,0.979004199160168
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,abstain_rate,30,0.041666666666666664,0.0,0.2185703285117793,0.1906327677245594,0.3333333333333333,-0.041666666666666664,0.11666666666666667,0.4267146570685863
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,closed_world_conflict,30,-0.33126106866666666,-0.28102392,0.6231317576437106,-0.5316067823589766,0.2,-0.5383078439500001,-0.10417113480000002,0.006998600279944011
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,closed_world_expected_stage,30,0.02129234224543802,0.008458999999999994,1.1916533820975528,0.017867898975756826,0.5666666666666667,-0.38091510586882443,0.4351041441361757,0.9212157568486303
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_expected_stage,30,-0.4333333333333334,-0.5,0.5661043525102368,-0.7654654683572627,0.2,-0.6333333333333333,-0.23194444444444445,0.0003999200159968006
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_score_expert_agreement_prob,30,-0.23125,-0.2362499999999999,0.08628778532649754,-2.6799853435221612,0.03333333333333333,-0.2601770833333334,-0.19857916666666667,0.0001999600079984003
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_subset_size,30,-0.2916666666666667,-0.25,0.40927348957882753,-0.7126449039414038,0.2,-0.43611111111111106,-0.15000000000000002,0.0011997600479904018
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mid_scale_mass,30,0.058333333333333355,0.0,0.3113863724815524,0.1873342525186751,0.43333333333333335,-0.0435185185185185,0.17362268518518514,0.3157368526294741
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,singleton_rate,30,0.20277777777777778,0.20833333333333331,0.3731168125547057,0.5434699562031847,0.6,0.0722222222222222,0.3361805555555552,0.006798640271945611
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,stage_entropy,30,-0.22131099958879835,-0.22723507572484794,0.329069723501188,-0.6725352829003103,0.26666666666666666,-0.33580440619800495,-0.10426069869769375,0.0013997200559888023
